x,y
3.565771135478312814e-01,1.573029996632320862e-02
3.551042793798863118e-01,1.595981161962313141e-02
3.565771135478312814e-01,1.573029996632320862e-02
3.551042793798863118e-01,1.595981161962313141e-02
3.551042793798863118e-01,1.595981161962313141e-02
3.551042793798863118e-01,1.595981161962313141e-02
3.551042793798863118e-01,1.595981161962313141e-02
3.565771135478312814e-01,1.573029996632320862e-02
3.551042793798863118e-01,1.595981161962313141e-02
3.565771135478312814e-01,1.573029996632320862e-02
3.565771135478312814e-01,1.573029996632320862e-02
3.565771135478312814e-01,1.573029996632320862e-02
3.536323427261806041e-01,1.619313850315049277e-02
3.536323427261806041e-01,1.619313850315049277e-02
3.536323427261806041e-01,1.619313850315049277e-02
3.551042793798863118e-01,1.595981161962313141e-02
3.536323427261806041e-01,1.619313850315049277e-02
3.551042793798863118e-01,1.595981161962313141e-02
3.551042793798863118e-01,1.595981161962313141e-02
3.551042793798863118e-01,1.595981161962313141e-02
3.551042793798863118e-01,1.595981161962313141e-02
3.536323427261806041e-01,1.619313850315049277e-02
3.551042793798863118e-01,1.595981161962313141e-02
3.536323427261806041e-01,1.619313850315049277e-02
3.580506345990651096e-01,1.550313912662366032e-02
3.565771135478312814e-01,1.573029996632320862e-02
3.580506345990651096e-01,1.550313912662366032e-02
3.565771135478312814e-01,1.573029996632320862e-02
3.565771135478312814e-01,1.573029996632320862e-02
3.565771135478312814e-01,1.573029996632320862e-02
3.565771135478312814e-01,1.573029996632320862e-02
3.580506345990651096e-01,1.550313912662366032e-02
3.565771135478312814e-01,1.573029996632320862e-02
3.580506345990651096e-01,1.550313912662366032e-02
3.580506345990651096e-01,1.550313912662366032e-02
3.580506345990651096e-01,1.550313912662366032e-02
3.521615853212318181e-01,1.643208462526824301e-02
3.521615853212318181e-01,1.643208462526824301e-02
3.521615853212318181e-01,1.643208462526824301e-02
3.536323427261806041e-01,1.619313850315049277e-02
3.521615853212318181e-01,1.643208462526824301e-02
3.536323427261806041e-01,1.619313850315049277e-02
3.536323427261806041e-01,1.619313850315049277e-02
3.536323427261806041e-01,1.619313850315049277e-02
3.536323427261806041e-01,1.619313850315049277e-02
3.521615853212318181e-01,1.643208462526824301e-02
3.536323427261806041e-01,1.619313850315049277e-02
3.521615853212318181e-01,1.643208462526824301e-02
3.595246843233675937e-01,1.527714998591146213e-02
3.580506345990651096e-01,1.550313912662366032e-02
3.595246843233675937e-01,1.527714998591146213e-02
3.580506345990651096e-01,1.550313912662366032e-02
3.580506345990651096e-01,1.550313912662366032e-02
3.580506345990651096e-01,1.550313912662366032e-02
3.580506345990651096e-01,1.550313912662366032e-02
3.595246843233675937e-01,1.527714998591146213e-02
3.580506345990651096e-01,1.550313912662366032e-02
3.595246843233675937e-01,1.527714998591146213e-02
3.595246843233675937e-01,1.527714998591146213e-02
3.595246843233675937e-01,1.527714998591146213e-02
3.506922272741264113e-01,1.667795188181572449e-02
3.506922272741264113e-01,1.667795188181572449e-02
3.506922272741264113e-01,1.667795188181572449e-02
3.521615853212318181e-01,1.643208462526824301e-02
3.506922272741264113e-01,1.667795188181572449e-02
3.521615853212318181e-01,1.643208462526824301e-02
3.521615853212318181e-01,1.643208462526824301e-02
3.521615853212318181e-01,1.643208462526824301e-02
3.521615853212318181e-01,1.643208462526824301e-02
3.506922272741264113e-01,1.667795188181572449e-02
3.521615853212318181e-01,1.643208462526824301e-02
3.506922272741264113e-01,1.667795188181572449e-02
3.609989237173855114e-01,1.505010340274347963e-02
3.595246843233675937e-01,1.527714998591146213e-02
3.609989237173855114e-01,1.505010340274347963e-02
3.595246843233675937e-01,1.527714998591146213e-02
3.595246843233675937e-01,1.527714998591146213e-02
3.595246843233675937e-01,1.527714998591146213e-02
3.595246843233675937e-01,1.527714998591146213e-02
3.609989237173855114e-01,1.505010340274347963e-02
3.595246843233675937e-01,1.527714998591146213e-02
3.609989237173855114e-01,1.505010340274347963e-02
3.609989237173855114e-01,1.505010340274347963e-02
3.609989237173855114e-01,1.505010340274347963e-02
3.492245171439384288e-01,1.693208788975997595e-02
3.492245171439384288e-01,1.693208788975997595e-02
3.492245171439384288e-01,1.693208788975997595e-02
3.506922272741264113e-01,1.667795188181572449e-02
3.492245171439384288e-01,1.693208788975997595e-02
3.506922272741264113e-01,1.667795188181572449e-02
3.506922272741264113e-01,1.667795188181572449e-02
3.506922272741264113e-01,1.667795188181572449e-02
3.506922272741264113e-01,1.667795188181572449e-02
3.492245171439384288e-01,1.693208788975997595e-02
3.506922272741264113e-01,1.667795188181572449e-02
3.492245171439384288e-01,1.693208788975997595e-02
3.624730621004554898e-01,1.482018593418889078e-02
3.609989237173855114e-01,1.505010340274347963e-02
3.624730621004554898e-01,1.482018593418889078e-02
3.609989237173855114e-01,1.505010340274347963e-02
3.609989237173855114e-01,1.505010340274347963e-02
3.609989237173855114e-01,1.505010340274347963e-02
3.609989237173855114e-01,1.505010340274347963e-02
3.624730621004554898e-01,1.482018593418889078e-02
3.609989237173855114e-01,1.505010340274347963e-02
3.624730621004554898e-01,1.482018593418889078e-02
3.624730621004554898e-01,1.482018593418889078e-02
3.624730621004554898e-01,1.482018593418889078e-02
3.477588219290952964e-01,1.719645864181700706e-02
3.477588219290952964e-01,1.719645864181700706e-02
3.477588219290952964e-01,1.719645864181700706e-02
3.492245171439384288e-01,1.693208788975997595e-02
3.477588219290952964e-01,1.719645864181700706e-02
3.492245171439384288e-01,1.693208788975997595e-02
3.492245171439384288e-01,1.693208788975997595e-02
3.492245171439384288e-01,1.693208788975997595e-02
3.492245171439384288e-01,1.693208788975997595e-02
3.477588219290952964e-01,1.719645864181700706e-02
3.492245171439384288e-01,1.693208788975997595e-02
3.477588219290952964e-01,1.719645864181700706e-02
3.639470831953558472e-01,1.458722110386124864e-02
3.624730621004554898e-01,1.482018593418889078e-02
3.639470831953558472e-01,1.458722110386124864e-02
3.624730621004554898e-01,1.482018593418889078e-02
3.624730621004554898e-01,1.482018593418889078e-02
3.624730621004554898e-01,1.482018593418889078e-02
3.624730621004554898e-01,1.482018593418889078e-02
3.639470831953558472e-01,1.458722110386124864e-02
3.624730621004554898e-01,1.482018593418889078e-02
3.639470831953558472e-01,1.458722110386124864e-02
3.639470831953558472e-01,1.458722110386124864e-02
3.639470831953558472e-01,1.458722110386124864e-02
3.462955998190594964e-01,1.747338944016145479e-02
3.462955998190594964e-01,1.747338944016145479e-02
3.462955998190594964e-01,1.747338944016145479e-02
3.477588219290952964e-01,1.719645864181700706e-02
3.462955998190594964e-01,1.747338944016145479e-02
3.477588219290952964e-01,1.719645864181700706e-02
3.477588219290952964e-01,1.719645864181700706e-02
3.477588219290952964e-01,1.719645864181700706e-02
3.477588219290952964e-01,1.719645864181700706e-02
3.462955998190594964e-01,1.747338944016145479e-02
3.477588219290952964e-01,1.719645864181700706e-02
3.462955998190594964e-01,1.747338944016145479e-02
3.654208047318304176e-01,1.434991255332398845e-02
3.639470831953558472e-01,1.458722110386124864e-02
3.654208047318304176e-01,1.434991255332398845e-02
3.639470831953558472e-01,1.458722110386124864e-02
3.639470831953558472e-01,1.458722110386124864e-02
3.639470831953558472e-01,1.458722110386124864e-02
3.639470831953558472e-01,1.458722110386124864e-02
3.654208047318304176e-01,1.434991255332398845e-02
