x,y
4.343367541941882404e-02,-9.979006431872454799e-03
4.343367541941882404e-02,-9.979006431872454799e-03
4.343367541941882404e-02,-9.979006431872454799e-03
4.336069309398449256e-02,-1.000927300639841908e-02
4.343367541941882404e-02,-9.979006431872454799e-03
4.336069309398449256e-02,-1.000927300639841908e-02
4.336069309398449256e-02,-1.000927300639841908e-02
4.336069309398449256e-02,-1.000927300639841908e-02
4.336069309398449256e-02,-1.000927300639841908e-02
4.343367541941882404e-02,-9.979006431872454799e-03
4.336069309398449256e-02,-1.000927300639841908e-02
4.343367541941882404e-02,-9.979006431872454799e-03
4.350498002590796887e-02,-1.000769059030849964e-02
4.350498002590796887e-02,-1.000769059030849964e-02
4.350498002590796887e-02,-1.000769059030849964e-02
4.343367541941882404e-02,-9.979006431872454799e-03
4.350498002590796887e-02,-1.000769059030849964e-02
4.343367541941882404e-02,-9.979006431872454799e-03
4.343367541941882404e-02,-9.979006431872454799e-03
4.343367541941882404e-02,-9.979006431872454799e-03
4.343367541941882404e-02,-9.979006431872454799e-03
4.350498002590796887e-02,-1.000769059030849964e-02
4.343367541941882404e-02,-9.979006431872454799e-03
4.350498002590796887e-02,-1.000769059030849964e-02
4.119467951160139807e-02,-1.019802306362429731e-02
4.119467951160139807e-02,-1.019802306362429731e-02
4.119467951160139807e-02,-1.019802306362429731e-02
4.119125051582924607e-02,-1.015357651546410812e-02
4.119467951160139807e-02,-1.019802306362429731e-02
4.119125051582924607e-02,-1.015357651546410812e-02
4.119125051582924607e-02,-1.015357651546410812e-02
4.119125051582924607e-02,-1.015357651546410812e-02
4.119125051582924607e-02,-1.015357651546410812e-02
4.119467951160139807e-02,-1.019802306362429731e-02
4.119125051582924607e-02,-1.015357651546410812e-02
4.119467951160139807e-02,-1.019802306362429731e-02
4.123655781687049493e-02,-1.048640904736164274e-02
4.123655781687049493e-02,-1.048640904736164274e-02
4.123655781687049493e-02,-1.048640904736164274e-02
4.123226578277909560e-02,-1.028645303975799993e-02
4.123655781687049493e-02,-1.048640904736164274e-02
4.123226578277909560e-02,-1.028645303975799993e-02
4.123226578277909560e-02,-1.028645303975799993e-02
4.123226578277909560e-02,-1.028645303975799993e-02
4.123226578277909560e-02,-1.028645303975799993e-02
4.123655781687049493e-02,-1.048640904736164274e-02
4.123226578277909560e-02,-1.028645303975799993e-02
4.123655781687049493e-02,-1.048640904736164274e-02
4.118893941219128885e-02,-1.013268167352679439e-02
4.118893941219128885e-02,-1.013268167352679439e-02
4.118893941219128885e-02,-1.013268167352679439e-02
4.119384983334323930e-02,-1.012113634040914117e-02
4.118893941219128885e-02,-1.013268167352679439e-02
4.119384983334323930e-02,-1.012113634040914117e-02
4.119384983334323930e-02,-1.012113634040914117e-02
4.119384983334323930e-02,-1.012113634040914117e-02
4.119384983334323930e-02,-1.012113634040914117e-02
4.118893941219128885e-02,-1.013268167352679439e-02
4.119384983334323930e-02,-1.012113634040914117e-02
4.118893941219128885e-02,-1.013268167352679439e-02
3.995879974659291567e-02,-1.004398967800116532e-02
3.995879974659291567e-02,-1.004398967800116532e-02
3.995879974659291567e-02,-1.004398967800116532e-02
3.969140011039969801e-02,-1.020819163073688300e-02
3.995879974659291567e-02,-1.004398967800116532e-02
3.969140011039969801e-02,-1.020819163073688300e-02
3.969140011039969801e-02,-1.020819163073688300e-02
3.969140011039969801e-02,-1.020819163073688300e-02
3.969140011039969801e-02,-1.020819163073688300e-02
3.995879974659291567e-02,-1.004398967800116532e-02
3.969140011039969801e-02,-1.020819163073688300e-02
3.995879974659291567e-02,-1.004398967800116532e-02
4.044725725923802029e-02,-9.999148442622908181e-03
4.044725725923802029e-02,-9.999148442622908181e-03
4.044725725923802029e-02,-9.999148442622908181e-03
4.021225635052068370e-02,-9.997600143119548047e-03
4.044725725923802029e-02,-9.999148442622908181e-03
4.021225635052068370e-02,-9.997600143119548047e-03
4.021225635052068370e-02,-9.997600143119548047e-03
4.021225635052068370e-02,-9.997600143119548047e-03
4.021225635052068370e-02,-9.997600143119548047e-03
4.044725725923802029e-02,-9.999148442622908181e-03
4.021225635052068370e-02,-9.997600143119548047e-03
4.044725725923802029e-02,-9.999148442622908181e-03
4.085484062506877789e-02,-1.000078608228084989e-02
4.085484062506877789e-02,-1.000078608228084989e-02
4.085484062506877789e-02,-1.000078608228084989e-02
4.066105335271312515e-02,-1.000006775183424554e-02
4.085484062506877789e-02,-1.000078608228084989e-02
4.066105335271312515e-02,-1.000006775183424554e-02
4.066105335271312515e-02,-1.000006775183424554e-02
4.066105335271312515e-02,-1.000006775183424554e-02
4.066105335271312515e-02,-1.000006775183424554e-02
4.085484062506877789e-02,-1.000078608228084989e-02
4.066105335271312515e-02,-1.000006775183424554e-02
4.085484062506877789e-02,-1.000078608228084989e-02
4.115687057035395668e-02,-1.005243964613776290e-02
4.115687057035395668e-02,-1.005243964613776290e-02
4.115687057035395668e-02,-1.005243964613776290e-02
4.102822359101927774e-02,-1.000680470123570427e-02
4.115687057035395668e-02,-1.005243964613776290e-02
4.102822359101927774e-02,-1.000680470123570427e-02
4.102822359101927774e-02,-1.000680470123570427e-02
4.102822359101927774e-02,-1.000680470123570427e-02
4.102822359101927774e-02,-1.000680470123570427e-02
4.115687057035395668e-02,-1.005243964613776290e-02
4.102822359101927774e-02,-1.000680470123570427e-02
4.115687057035395668e-02,-1.005243964613776290e-02
4.266738568911269958e-02,-1.085458255541190374e-02
4.266738568911269958e-02,-1.085458255541190374e-02
4.266738568911269958e-02,-1.085458255541190374e-02
4.258582932562203494e-02,-1.090217025204442448e-02
4.266738568911269958e-02,-1.085458255541190374e-02
4.258582932562203494e-02,-1.090217025204442448e-02
4.258582932562203494e-02,-1.090217025204442448e-02
4.258582932562203494e-02,-1.090217025204442448e-02
4.258582932562203494e-02,-1.090217025204442448e-02
4.266738568911269958e-02,-1.085458255541190374e-02
4.258582932562203494e-02,-1.090217025204442448e-02
4.266738568911269958e-02,-1.085458255541190374e-02
4.288101606831219020e-02,-1.076745182988570609e-02
4.288101606831219020e-02,-1.076745182988570609e-02
4.288101606831219020e-02,-1.076745182988570609e-02
4.278838988936634058e-02,-1.078978098480256470e-02
4.288101606831219020e-02,-1.076745182988570609e-02
4.278838988936634058e-02,-1.078978098480256470e-02
4.278838988936634058e-02,-1.078978098480256470e-02
4.278838988936634058e-02,-1.078978098480256470e-02
