AH 63-K-127/24
     0.151833   -0.023865
     0.157534   -0.024070
     0.163246   -0.024261
     0.168963   -0.024438
     0.174689   -0.024602
     0.180423   -0.024754
     0.186163   -0.024895
     0.191909   -0.025025
     0.197659   -0.025145
     0.203418   -0.025255
     0.209188   -0.025357
     0.214963   -0.025452
     0.220749   -0.025541
     0.226540   -0.025626
     0.232332   -0.025705
     0.238131   -0.025780
     0.243928   -0.025853
     0.249730   -0.025922
     0.255532   -0.025988
     0.261338   -0.026051
     0.267146   -0.026112
     0.272962   -0.026171
     0.278780   -0.026230
     0.284595   -0.026287
     0.290411   -0.026342
     0.296225   -0.026397
     0.302041   -0.026450
     0.307858   -0.026502
     0.313673   -0.026553
     0.319481   -0.026601
     0.325287   -0.026647
     0.331086   -0.026689
     0.336883   -0.026727
     0.342675   -0.026760
     0.348462   -0.026788
     0.354245   -0.026810
     0.360021   -0.026826
     0.365798   -0.026833
     0.371569   -0.026835
     0.377337   -0.026828
     0.383107   -0.026812
     0.388874   -0.026789
     0.394643   -0.026757
     0.400410   -0.026718
     0.406180   -0.026670
     0.411952   -0.026614
     0.417732   -0.026551
     0.423515   -0.026482
     0.429300   -0.026407
     0.435090   -0.026326
     0.440882   -0.026241
     0.446677   -0.026151
     0.452470   -0.026056
     0.458265   -0.025957
     0.464058   -0.025854
     0.469850   -0.025746
     0.475643   -0.025633
     0.481430   -0.025515
     0.487217   -0.025392
     0.492999   -0.025263
     0.498778   -0.025128
     0.504556   -0.024986
     0.510331   -0.024838
     0.516104   -0.024683
     0.521876   -0.024520
     0.527651   -0.024350
     0.533421   -0.024173
     0.539198   -0.023987
     0.544980   -0.023795
     0.550767   -0.023597
     0.556561   -0.023395
     0.562359   -0.023189
     0.568159   -0.022980
     0.573955   -0.022768
     0.579748   -0.022552
     0.585532   -0.022333
     0.591307   -0.022107
     0.597079   -0.021874
     0.602842   -0.021635
     0.608601   -0.021386
     0.614358   -0.021130
     0.620110   -0.020865
     0.625858   -0.020590
     0.631600   -0.020307
     0.637336   -0.020013
     0.643063   -0.019709
     0.648781   -0.019392
     0.654494   -0.019061
     0.660201   -0.018717
     0.665904   -0.018358
     0.671612   -0.017983
     0.677322   -0.017594
     0.683036   -0.017192
     0.688758   -0.016776
     0.694489   -0.016348
     0.700230   -0.015909
     0.705977   -0.015461
     0.711735   -0.015005
     0.717502   -0.014541
     0.723274   -0.014074
     0.729045   -0.013601
     0.734814   -0.013126
     0.740573   -0.012644
     0.746332   -0.012155
     0.752087   -0.011659
     0.757843   -0.011156
     0.763602   -0.010645
     0.769363   -0.010128
     0.775131   -0.009605
     0.780902   -0.009077
     0.786673   -0.008545
     0.792446   -0.008008
     0.798219   -0.007466
     0.803995   -0.006921
     0.809770   -0.006371
     0.815552   -0.005819
     0.821327   -0.005268
     0.827087   -0.004721
     0.832825   -0.004182
     0.838531   -0.003655
     0.844208   -0.003145
     0.849855   -0.002655
     0.855473   -0.002191
     0.861071   -0.001756
     0.866650   -0.001349
     0.872214   -0.000975
     0.877768   -0.000633
     0.883313   -0.000325
     0.888853   -0.000053
     0.894389    0.000185
     0.899926    0.000386
     0.905469    0.000553
     0.911013    0.000686
     0.916561    0.000785
     0.922109    0.000851
     0.927650    0.000885
     0.933177    0.000888
     0.938668    0.000856
     0.944117    0.000781
     0.949539    0.000652
     0.954972    0.000470
     0.960422    0.000246
     0.965852   -0.000008
     0.971194   -0.000287
     0.976386   -0.000588
     0.981298   -0.000877
     0.985794   -0.001129
     0.989836   -0.001431
     0.993481   -0.001782
     0.996867   -0.002015
     0.999002   -0.002197
